,0
1297,18044
1298,1657
1299,1658
1300,1654
1301,1661
1302,18046
1303,1663
1304,18047
1305,1665
1306,18048
1307,9858
1308,9862
1309,9863
1310,9864
1311,1674
1312,9859
1313,9868
1314,18064
1315,9873
1316,18067
1317,18068
1318,1685
1319,9878
1320,9879
1321,1687
1322,18073
1323,9884
1324,18080
1325,1698
1326,18082
1327,1700
1328,1701
1329,9892
1330,18087
1331,9893
1332,9898
1333,9899
1334,9900
1335,1706
1336,1707
1337,1709
1338,18096
1339,9904
1340,18098
1341,1715
1342,1716
1343,9909
1344,9911
1345,18104
1346,8483
1347,9914
1348,9915
1349,9916
1350,1725
1351,1727
1352,9923
1353,1732
1354,9924
1355,18118
1356,1734
1357,18120
1358,9929
1359,9930
1360,18123
1361,9931
1362,9928
1363,345
1364,9935
1365,9932
1366,18129
1367,9937
1368,18131
1369,18133
1370,18134
1371,18139
1372,18144
1373,9954
1374,1764
1375,1765
1376,18148
1377,9960
1378,1768
1379,18155
1380,18156
1381,9963
1382,18158
1383,9967
1384,1776
1385,9966
1386,18160
1387,18163
1388,1779
1389,18165
1390,18166
1391,1783
1392,1784
1393,9976
1394,9975
1395,18171
1396,1786
1397,18173
1398,1787
1399,9983
1400,1791
1401,9985
1402,9984
1403,18177
1404,9986
1405,1795
1406,18176
1407,18181
1408,1798
1409,1799
1410,18183
1411,1801
1412,18187
1413,9995
1414,18189
1415,9997
1416,1805
1417,18192
1418,1804
1419,1810
1420,10004
1421,1812
1422,10006
1423,10007
1424,1819
1425,18203
1426,1824
1427,18208
1428,18210
1429,1826
1430,1828
1431,10017
1432,1830
1433,10023
1434,1832
1435,10019
1436,18218
1437,18220
1438,18221
1439,10030
1440,1840
1441,1841
1442,18226
1443,18229
1444,18230
1445,10037
1446,1848
1447,10040
1448,1845
1449,1851
1450,10044
1451,1853
1452,1852
1453,10047
1454,1856
1455,10049
1456,18241
1457,18243
1458,18244
1459,1861
1460,1862
1461,18247
1462,1864
1463,1863
1464,10057
1465,10058
1466,1868
1467,18248
1468,10062
1469,1870
1470,1872
1471,18257
1472,10066
1473,10067
1474,10068
1475,10069
1476,1878
1477,1879
1478,18263
1479,18262
1480,18265
1481,18268
1482,1885
1483,10078
1484,18271
1485,18274
1486,1893
1487,18281
1488,18286
1489,1903
1490,1904
1491,18289
1492,1906
1493,10097
1494,1908
1495,1911
1496,1912
1497,18297
1498,10107
1499,18300
1500,18301
1501,10110
1502,10111
1503,1922
1504,18306
1505,10117
1506,18310
1507,10119
1508,10120
1509,1929
1510,10122
1511,18315
1512,18318
1513,18322
1514,10130
1515,18324
1516,1941
1517,1938
1518,1943
1519,18328
1520,1942
1521,1939
1522,1947
1523,18332
1524,10139
1525,1949
1526,1950
1527,1952
1528,1951
1529,18331
1530,18339
1531,1955
1532,10147
1533,1958
1534,1959
1535,18340
1536,1961
1537,18343
1538,10148
1539,18347
1540,18342
1541,10158
1542,18351
1543,10160
1544,1971
1545,18357
1546,10169
1547,1980
1548,1981
1549,1982
1550,10175
1551,18364
1552,1985
1553,1986
1554,10177
1555,1988
1556,18373
1557,18370
1558,10185
1559,1994
1560,18379
1561,18381
1562,1998
1563,18383
1564,18382
1565,2001
1566,2000
1567,10194
1568,18384
1569,18389
1570,2005
1571,10200
1572,2010
1573,2011
1574,18395
1575,18397
1576,2012
1577,2016
1578,10209
1579,18402
1580,18403
1581,18404
1582,10213
1583,10208
1584,18409
1585,2025
1586,18411
1587,10219
1588,2029
1589,10222
1590,2030
1591,18416
1592,2028
1593,10223
1594,2035
1595,18420
1596,2036
1597,10230
1598,2038
1599,18424
1600,18422
1601,18423
1602,2044
1603,2045
1604,18429
1605,18431
1606,18432
1607,2049
1608,2050
1609,10242
1610,2052
1611,18436
1612,18438
1613,10244
1614,2047
1615,2051
1616,10250
1617,2063
1618,10256
1619,10257
1620,18450
1621,2071
1622,2073
1623,18457
1624,18459
1625,18460
1626,18461
1627,2077
1628,18463
1629,2078
1630,2076
1631,2083
1632,2084
1633,2085
1634,10276
1635,18469
1636,18472
1637,18467
1638,10282
1639,10284
1640,2093
1641,18478
1642,2095
1643,2096
1644,2097
1645,10290
1646,2099
1647,2100
1648,18485
1649,10291
1650,18487
1651,18488
1652,8558
1653,10298
1654,2107
1655,10300
1656,2109
1657,18493
1658,10294
1659,10304
1660,10305
1661,10306
1662,18497
1663,10307
1664,10309
1665,2118
1666,10311
1667,2120
1668,10310
1669,18506
1670,2122
1671,2124
1672,18509
1673,2126
1674,10319
1675,18513
1676,2131
1677,18515
1678,18517
1679,10327
1680,18521
1681,2140
1682,10332
1683,2143
1684,18528
1685,18529
1686,2145
1687,18337
1688,10341
1689,10342
1690,10343
1691,10344
1692,427
1693,2153
1694,2155
1695,18541
1696,2161
1697,10355
1698,18548
1699,2166
1700,18552
1701,18553
1702,2172
1703,2173
1704,2174
1705,18558
1706,2176
1707,2178
1708,10373
1709,2182
1710,2183
1711,10377
1712,2189
1713,18574
1714,18573
1715,18576
1716,18580
1717,18583
1718,10392
1719,18586
1720,2205
1721,18590
1722,10399
1723,18592
1724,10401
1725,18594
1726,10398
1727,10404
1728,10405
1729,10406
1730,18597
1731,10408
1732,10409
1733,2218
1734,18603
1735,18604
1736,10410
1737,2222
1738,10414
1739,18599
1740,2216
1741,2226
1742,10418
1743,2228
1744,2235
1745,18621
1746,10429
1747,18623
1748,2239
1749,2241
1750,18622
1751,16728
1752,18629
1753,10442
1754,10443
1755,10444
1756,2252
1757,18638
1758,2254
1759,2256
1760,10449
1761,2258
1762,18636
1763,2260
1764,2259
1765,18646
1766,10455
1767,10453
1768,10457
1769,18649
1770,2266
1771,18652
1772,2269
1773,18655
1774,18658
1775,18659
1776,10468
1777,18660
1778,18662
1779,2277
1780,18664
1781,416
1782,10474
1783,10476
1784,18668
1785,18670
1786,10479
1787,18671
1788,10224
1789,2292
1790,18679
1791,10488
1792,10489
1793,2298
1794,2297
1795,10492
1796,2295
1797,2302
1798,2296
1799,2301
1800,10498
1801,2308
1802,18692
1803,10502
1804,10503
1805,10504
1806,18695
1807,2310
1808,18700
1809,10509
1810,10510
1811,18701
1812,10511
1813,2322
1814,18708
1815,10517
1816,10521
1817,18715
1818,10524
1819,18718
1820,2335
1821,10528
1822,2336
1823,18722
1824,10531
1825,18724
1826,10526
1827,2342
1828,10534
1829,10536
1830,10535
1831,2346
1832,18729
1833,10539
1834,10541
1835,18734
1836,18736
1837,10545
1838,2352
1839,10547
1840,2356
1841,18740
1842,18742
1843,10550
1844,2358
1845,10552
1846,2362
1847,18743
1848,18744
1849,18749
1850,2366
1851,18750
1852,10554
1853,18753
1854,18754
1855,2369
1856,2371
1857,18757
1858,10561
1859,10565
1860,10567
1861,10569
1862,10570
1863,10571
1864,2375
1865,10573
1866,18766
1867,18767
1868,2383
1869,10577
1870,2101
1871,2389
1872,2390
1873,18774
1874,18773
1875,2391
1876,18778
1877,10588
1878,2398
1879,2399
1880,10592
1881,18785
1882,2401
1883,10594
1884,2400
1885,2405
1886,10597
1887,18787
1888,2402
1889,2414
1890,10606
1891,10607
1892,18801
1893,10612
1894,18805
1895,2421
1896,18807
1897,18808
1898,2422
1899,18806
1900,2427
1901,2428
1902,18812
1903,10619
1904,2431
1905,18815
1906,18819
1907,18821
1908,2439
1909,18824
1910,10633
1911,18825
1912,2440
1913,10636
1914,18827
1915,2442
1916,2447
1917,2448
1918,18834
1919,18835
1920,2454
1921,18838
1922,2456
1923,18840
1924,18843
1925,2460
1926,2464
1927,18849
1928,2467
1929,18852
1930,2468
1931,10660
1932,2471
1933,18855
1934,2473
1935,18857
1936,18859
1937,10668
1938,10670
1939,18862
1940,2480
1941,10672
1942,10674
1943,18865
1944,10676
1945,2481
1946,18870
1947,2487
1948,18871
1949,18873
1950,10680
1951,2493
1952,18877
1953,10686
1954,2495
1955,2499
1956,18884
1957,18883
1958,10694
1959,10693
1960,2504
1961,18889
1962,2506
1963,10699
1964,18888
1965,18887
1966,2510
1967,2511
1968,18893
1969,2513
1970,18897
1971,10704
1972,10708
1973,2517
1974,2518
1975,18902
1976,10712
1977,2521
1978,18900
1979,2523
1980,2527
1981,10719
1982,18914
1983,18915
1984,10724
1985,18917
1986,2534
1987,18918
1988,10728
1989,2538
1990,2539
1991,18923
1992,18925
1993,18926
1994,18927
1995,10734
1996,18929
1997,18930
1998,2547
1999,2540
2000,18933
2001,2550
2002,2551
2003,2552
2004,18935
2005,18938
2006,10745
2007,10748
2008,18941
2009,2558
2010,2556
2011,18940
2012,18944
2013,10749
2014,18947
2015,10756
2016,2565
2017,18949
2018,2560
2019,10757
2020,18951
2021,10762
2022,18955
2023,2572
2024,2573
2025,18958
2026,18956
2027,18954
2028,10769
2029,2577
2030,2570
2031,18964
2032,18966
2033,2582
2034,2583
2035,18970
2036,18971
2037,10779
2038,18973
2039,2590
2040,18975
2041,2588
2042,10785
2043,2593
2044,2595
2045,2596
2046,2597
2047,2598
2048,18983
2049,10792
2050,18985
2051,2602
2052,10794
2053,18988
2054,18989
2055,2603
2056,2607
2057,18992
2058,10800
2059,2610
2060,2611
2061,18996
2062,10799
2063,18430
2064,18994
2065,2616
2066,19001
2067,2619
2068,2621
2069,10813
2070,19007
2071,19009
2072,2625
2073,2631
2074,2632
2075,2635
2076,10828
2077,16806
2078,2638
2079,10831
2080,19021
2081,10827
2082,10835
2083,2646
2084,2648
2085,19035
2086,19036
2087,2652
2088,10846
2089,2654
2090,2655
2091,10847
2092,19042
2093,10853
2094,2662
2095,10854
2096,19050
2097,2667
2098,2668
2099,19053
2100,19054
2101,2669
2102,10864
2103,2673
2104,2674
2105,10866
2106,19056
2107,10869
2108,19055
2109,2679
2110,10868
2111,2683
2112,10876
2113,2687
2114,10880
2115,2694
2116,2697
2117,2701
2118,10895
2119,2706
2120,10902
2121,10911
2122,10913
2123,10916
2124,16824
2125,2727
2126,2728
2127,10922
2128,2731
2129,10926
2130,10928
2131,2745
2132,10938
2133,10939
2134,2750
2135,10943
2136,10944
2137,10945
2138,2754
2139,2753
2140,10948
2141,2764
2142,10957
2143,2767
2144,8691
2145,10962
2146,2770
2147,10963
2148,10965
2149,10966
2150,2777
2151,10971
2152,10972
2153,10974
2154,2783
2155,10975
2156,2788
2157,2793
2158,2795
2159,2797
2160,10989
2161,2799
2162,10993
2163,10994
2164,2803
2165,10996
2166,11002
2167,2818
2168,2826
2169,11023
2170,11024
2171,2833
2172,11029
2173,11032
2174,11033
2175,2845
2176,11038
2177,2850
2178,11047
2179,11049
2180,11055
2181,11056
2182,2864
2183,2870
2184,2871
2185,2872
2186,2873
2187,2875
2188,11070
2189,2879
2190,2880
2191,11072
2192,11074
2193,2884
2194,11076
2195,2886
2196,11079
2197,11078
2198,11081
2199,2890
2200,11080
2201,11084
2202,11088
2203,2898
2204,2900
2205,2901
2206,11096
2207,2904
2208,11098
2209,2906
2210,2908
2211,2913
2212,11105
2213,11106
2214,11108
2215,11109
2216,2916
2217,11113
2218,11114
2219,2924
2220,11117
2221,11123
2222,583
2223,11127
2224,11132
2225,2940
2226,11134
2227,11135
2228,11136
2229,2945
2230,2948
2231,11141
2232,11143
2233,2954
2234,2955
2235,2957
2236,2959
2237,2962
2238,2963
2239,11154
2240,2965
2241,11156
2242,11157
2243,2966
2244,2973
2245,2974
2246,2976
2247,11168
2248,2978
2249,11173
2250,2983
2251,11176
2252,2987
2253,2990
2254,2993
2255,595
2256,2998
2257,11191
2258,11195
2259,11196
2260,3005
2261,11197
2262,11198
2263,3008
2264,3009
2265,3007
2266,3004
2267,3012
2268,3017
2269,3018
2270,11211
2271,3019
2272,3026
2273,11219
2274,11223
2275,3032
2276,3035
2277,3036
2278,3038
2279,3039
2280,3040
2281,16887
2282,11239
2283,11245
2284,11250
2285,3060
2286,3061
2287,11253
2288,3063
2289,3064
2290,11257
2291,3066
2292,11258
2293,3068
2294,3067
2295,11264
2296,3073
2297,3076
2298,11272
2299,11274
2300,3083
2301,3087
2302,3088
2303,11280
2304,11283
2305,11284
2306,3097
2307,11290
2308,11292
2309,11293
2310,3101
2311,11296
2312,11297
2313,11300
2314,11301
2315,3111
2316,3112
2317,3114
2318,11307
2319,11308
2320,11310
2321,11314
2322,3123
2323,3124
2324,11319
2325,11323
2326,3132
2327,3133
2328,3131
2329,3136
2330,3137
2331,11333
2332,11336
2333,11339
2334,11341
2335,3150
2336,11344
2337,3152
2338,3155
2339,3156
2340,3157
2341,3158
2342,11347
2343,11352
2344,11355
2345,3164
2346,3163
2347,11358
2348,11357
2349,3173
2350,3174
2351,3175
2352,3179
2353,11371
2354,3187
2355,11380
2356,11381
2357,3190
2358,3191
2359,11384
2360,11385
2361,3194
2362,11387
2363,11396
2364,3204
2365,11398
2366,11399
2367,11402
2368,11406
2369,3214
2370,3217
2371,11412
2372,3225
2373,11424
2374,11426
2375,3239
2376,11432
2377,11431
2378,3243
2379,3246
2380,11440
2381,3249
2382,3250
2383,11446
2384,11447
2385,3256
2386,11454
2387,3264
2388,11459
2389,3268
2390,11461
2391,3270
2392,11460
2393,3269
2394,11464
2395,11466
2396,3271
2397,3274
2398,3278
2399,11471
2400,11472
2401,3283
2402,3284
2403,11480
2404,3290
2405,11484
2406,11487
2407,11488
2408,3297
2409,11491
2410,3300
2411,3303
2412,11499
2413,3310
2414,3313
2415,11509
2416,3320
2417,3323
2418,3324
2419,3330
2420,11523
2421,3332
2422,3333
2423,3334
2424,3335
2425,11529
2426,3339
2427,11532
2428,3341
2429,3342
2430,11536
2431,3344
2432,3346
2433,3348
2434,3349
2435,3350
2436,3352
2437,3354
2438,11547
2439,3356
2440,11550
2441,3361
2442,11555
2443,3365
2444,11562
2445,3371
2446,3374
2447,11574
2448,3385
2449,3386
2450,3388
2451,3391
2452,3398
2453,3399
2454,3401
2455,3402
2456,11595
2457,3406
2458,11602
2459,3410
2460,678
2461,11605
2462,11607
2463,3416
2464,11611
2465,3422
2466,11614
2467,11616
2468,3425
2469,11619
2470,3428
2471,11621
2472,3429
2473,3431
2474,3430
2475,3432
2476,3434
2477,3436
2478,16965
2479,3439
2480,11632
2481,3441
2482,11636
2483,3446
2484,3447
2485,11641
2486,18596
2487,11643
2488,11645
2489,3454
2490,3455
2491,3456
2492,3457
2493,11651
2494,3460
2495,3462
2496,3463
2497,11658
2498,11660
2499,11662
2500,3476
2501,691
2502,11670
2503,18602
2504,3483
2505,3484
2506,11675
2507,3487
2508,11680
2509,11681
2510,3491
2511,11683
2512,3493
2513,11690
2514,11691
2515,8837
2516,11695
2517,3504
2518,3508
2519,11704
2520,3513
2521,11708
2522,3518
2523,11710
2524,11713
2525,3523
2526,16983
2527,11720
2528,3529
2529,3530
2530,11722
2531,3532
2532,3533
2533,11721
2534,3540
2535,3541
2536,3543
2537,3545
2538,3549
2539,3550
2540,11748
2541,3560
2542,11753
2543,3561
2544,3563
2545,11759
2546,11762
2547,11763
