,0
0,16386
1,8195
2,16388
3,6
4,16391
5,8
6,8198
7,8200
8,11
9,14
10,18
11,19
12,20
13,21
14,16403
15,16407
16,24
17,8216
18,8218
19,8219
20,27
21,16412
22,23
23,32
24,16420
25,16421
26,8228
27,8231
28,8232
29,8233
30,8234
31,16427
32,44
33,8237
34,46
35,8239
36,48
37,16432
38,51
39,8245
40,16439
41,16441
42,8250
43,8249
44,8253
45,8254
46,63
47,8256
48,16451
49,68
50,16453
51,8261
52,16455
53,72
54,16456
55,16458
56,70
57,16460
58,77
59,74
60,16463
61,8272
62,81
63,8274
64,16469
65,16470
66,86
67,16471
68,8281
69,8279
70,89
71,98
72,16485
73,8293
74,8295
75,104
76,16487
77,107
78,8303
79,111
80,16497
81,8305
82,8307
83,8308
84,16501
85,16499
86,119
87,8312
88,16505
89,120
90,121
91,8315
92,8316
93,8317
94,16510
95,129
96,16514
97,8323
98,8324
99,131
100,16515
101,16519
102,136
103,8328
104,135
105,8331
106,137
107,16520
108,142
109,8335
110,144
111,16529
112,8336
113,16531
114,16532
115,147
116,16534
117,8344
118,16541
119,157
120,8349
121,16544
122,16545
123,158
124,163
125,165
126,16550
127,167
128,8360
129,16553
130,16554
131,16555
132,16556
133,16557
134,174
135,176
136,16561
137,177
138,16562
139,8373
140,16566
141,8375
142,16568
143,184
144,16567
145,187
146,186
147,16573
148,8382
149,16576
150,193
151,8386
152,196
153,199
154,16584
155,201
156,8394
157,8395
158,8396
159,205
160,8402
161,8403
162,210
163,16595
164,16598
165,8407
166,216
167,214
168,16601
169,8405
170,8412
171,16596
172,16606
173,8415
174,219
175,8417
176,8418
177,16610
178,16611
179,8421
180,229
181,226
182,8425
183,234
184,8429
185,8430
186,8431
187,8432
188,8437
189,16631
190,248
191,251
192,16635
193,16638
194,255
195,8450
196,16644
197,8453
198,8454
199,16647
200,264
201,267
202,268
203,16652
204,16654
205,273
206,274
207,8471
208,279
209,282
210,283
211,8476
212,286
213,8479
214,288
215,16673
216,8480
217,8478
218,16676
219,289
220,16677
221,293
222,295
223,8484
224,16682
225,16683
226,300
227,8493
228,16686
229,16687
230,303
231,307
232,16691
233,8501
234,8502
235,16695
236,311
237,316
238,318
239,16703
240,16704
241,8511
242,320
243,326
244,16710
245,8519
246,8520
247,329
248,16713
249,331
250,332
251,8525
252,16717
253,333
254,16720
255,8521
256,8526
257,16722
258,8533
259,16725
260,343
261,344
262,16729
263,8538
264,347
265,348
266,16732
267,16734
268,16735
269,351
270,350
271,354
272,8548
273,16741
274,16744
275,16745
276,362
277,16746
278,16748
279,16750
280,367
281,16752
282,369
283,16754
284,8562
285,372
286,8565
287,374
288,16758
289,16760
290,376
291,8561
292,379
293,16761
294,381
295,16766
296,8575
297,16768
298,16767
299,16770
300,16771
301,8578
302,16773
303,16774
304,16775
305,391
306,8585
307,16777
308,395
309,397
310,16782
311,398
312,16784
313,16785
314,8591
315,8593
316,404
317,16788
318,8597
319,408
320,409
321,16792
322,8603
323,8605
324,16799
325,8608
326,8609
327,16802
328,16803
329,418
330,421
331,422
332,16807
333,16808
334,8614
335,16810
336,16811
337,16812
338,16813
339,8620
340,8623
341,426
342,16817
343,429
344,8627
345,16820
346,432
347,438
348,16822
349,440
350,8632
351,442
352,16827
353,16828
354,8635
355,446
356,16831
357,16832
358,447
359,450
360,453
361,16838
362,455
363,16840
364,457
365,8653
366,461
367,8656
368,16849
369,8659
370,16851
371,469
372,16854
373,8662
374,16855
375,471
376,474
377,16860
378,477
379,16862
380,480
381,16865
382,482
383,484
384,16874
385,491
386,8683
387,16875
388,8686
389,494
390,495
391,8689
392,498
393,16882
394,499
395,500
396,501
397,8694
398,16888
399,8697
400,16890
401,507
402,16886
403,8701
404,16893
405,504
406,16896
407,8704
408,16901
409,16903
410,520
411,16904
412,16906
413,8714
414,8716
415,16909
416,525
417,8711
418,8719
419,529
420,16914
421,531
422,8722
423,530
424,16921
425,8730
426,16922
427,8734
428,543
429,544
430,16928
431,16930
432,546
433,548
434,547
435,545
436,16935
437,551
438,8745
439,16938
440,8748
441,8749
442,558
443,16943
444,8750
445,560
446,562
447,16946
448,8758
449,8759
450,8760
451,16954
452,571
453,572
454,16957
455,8767
456,16960
457,577
458,578
459,16963
460,8771
461,8773
462,582
463,16967
464,8776
465,16969
466,8778
467,8777
468,16972
469,16973
470,590
471,8779
472,16976
473,16975
474,16970
475,8787
476,16979
477,16981
478,16982
479,8791
480,598
481,8792
482,602
483,8795
484,16988
485,16989
486,16990
487,16991
488,608
489,609
490,606
491,611
492,8796
493,614
494,8807
495,616
496,17002
497,17003
498,8812
499,8816
500,17008
501,627
502,17014
503,17015
504,17016
505,634
506,17018
507,636
508,640
509,641
510,17027
511,644
512,17029
513,17030
514,647
515,17032
516,17033
517,8842
518,651
519,652
520,17037
521,17038
522,8839
523,130
524,658
525,660
526,8853
527,17046
528,662
529,8856
530,8859
531,8863
532,8866
533,675
534,676
535,677
536,17060
537,8870
538,17064
539,679
540,8874
541,683
542,684
543,685
544,17068
545,17066
546,682
547,689
548,8881
549,8877
550,692
551,17077
552,693
553,17079
554,8888
555,17078
556,8889
557,8891
558,700
559,8893
560,702
561,17085
562,17083
563,699
564,17086
565,707
566,17092
567,709
568,708
569,711
570,713
571,8906
572,8907
573,8908
574,17097
575,718
576,17103
577,8911
578,17105
579,17106
580,8914
581,8916
582,17108
583,8912
584,727
585,8920
586,722
587,17114
588,17115
589,8922
590,8921
591,734
592,735
593,736
594,17121
595,8926
596,8931
597,8933
598,8934
599,8935
600,17127
601,17128
602,746
603,742
604,8937
605,17133
606,750
607,17135
608,17136
609,8944
610,751
611,749
612,17140
613,17141
614,17142
615,17143
616,756
617,17145
618,8953
619,759
620,763
621,762
622,17146
623,767
624,768
625,8961
626,8962
627,771
628,8964
629,772
630,8966
631,775
632,17159
633,8969
634,8970
635,8971
636,17163
637,773
638,8974
639,783
640,8975
641,785
642,780
643,786
644,17164
645,8983
646,791
647,17180
648,796
649,17182
650,8991
651,8990
652,798
653,8988
654,8996
655,17189
656,17191
657,808
658,811
659,9004
660,816
661,17200
662,17202
663,819
664,17204
665,9013
666,17201
667,9015
668,9016
669,9017
670,826
671,827
672,828
673,17213
674,9022
675,17214
676,830
677,17212
678,9026
679,17224
680,9035
681,9036
682,9037
683,17230
684,846
685,17232
686,9041
687,850
688,9043
689,848
690,853
691,17238
692,9046
693,17237
694,17240
695,858
696,17244
697,17247
698,9056
699,865
700,17249
701,869
702,17255
703,9064
704,872
705,17258
706,17259
707,9070
708,9072
709,17264
710,881
711,9075
712,17268
713,9077
714,885
715,887
716,9078
717,889
718,17274
719,9083
720,9086
721,896
722,17282
723,900
724,9095
725,9096
726,17289
727,906
728,8321
729,908
730,909
731,9102
732,9104
733,914
734,9106
735,17298
736,9109
737,17302
738,17303
739,17304
740,9112
741,9114
742,923
743,17308
744,9113
745,926
746,924
747,9120
748,929
749,9122
750,9123
751,932
752,930
753,9126
754,938
755,17322
756,941
757,944
758,945
759,948
760,949
761,9142
762,17336
763,17337
764,9146
765,17339
766,952
767,957
768,958
769,9151
770,17344
771,17346
772,17347
773,964
774,966
775,967
776,17352
777,17353
778,9162
779,970
780,17354
781,9164
782,9158
783,975
784,9168
785,17360
786,9171
787,979
788,980
789,982
790,9175
791,984
792,983
793,17370
794,988
795,17373
796,9184
797,17377
798,993
799,995
800,996
801,997
802,999
803,1002
804,17387
805,17388
806,9194
807,9198
808,17391
809,1007
810,9201
811,9200
812,9203
813,9204
814,1013
815,9205
816,9206
817,1019
818,1020
819,1021
820,17406
821,1022
822,9214
823,1025
824,1026
825,1027
826,9220
827,1029
828,9213
829,1031
830,9229
831,17425
832,17426
833,1042
834,9236
835,1046
836,9238
837,9241
838,9242
839,9243
840,1050
841,1052
842,9246
843,17439
844,17440
845,1058
846,17443
847,9250
848,9253
849,1064
850,17448
851,1066
852,1067
853,1068
854,17451
855,9261
856,9262
857,17456
858,1073
859,17458
860,9267
861,1074
862,17459
863,1078
864,213
865,1071
866,9274
867,1085
868,9280
869,9281
870,9282
871,1091
872,17474
873,17475
874,1094
875,9287
876,9283
877,1096
878,17484
879,17486
880,1107
881,1108
882,17492
883,1110
884,9303
885,9304
886,17495
887,9301
888,9308
889,1118
890,1120
891,9313
892,1123
893,17507
894,17509
895,17508
896,17512
897,17513
898,1130
899,17515
900,1134
901,17518
902,9329
903,1138
904,9330
905,9333
906,9334
907,9335
908,17528
909,9336
910,1145
911,1146
912,1149
913,1151
914,1152
915,9344
916,17540
917,17542
918,17543
919,1160
920,1161
921,17545
922,1163
923,1164
924,17547
925,9355
926,9359
927,17552
928,17549
929,1168
930,1167
931,1174
932,17559
933,9366
934,9372
935,17565
936,17566
937,1183
938,17567
939,17568
940,1181
941,1185
942,17572
943,9381
944,9383
945,9387
946,9389
947,1199
948,9391
949,1201
950,9393
951,1203
952,1204
953,9397
954,17589
955,17593
956,17595
957,9403
958,1213
959,1214
960,9407
961,1211
962,1212
963,9410
964,17599
965,17606
966,1223
967,17609
968,1227
969,17611
970,17614
971,9425
972,1233
973,17619
974,1236
975,9427
976,17622
977,17623
978,17621
979,1241
980,17626
981,9436
982,9437
983,1246
984,1247
985,17632
986,17631
987,17634
988,9442
989,9439
990,17637
991,1255
992,9451
993,17647
994,17649
995,1266
996,17650
997,1270
998,9463
999,17656
1000,1274
1001,9469
1002,1281
1003,1283
1004,9476
1005,1285
1006,17670
1007,9477
1008,1287
1009,17667
1010,17674
1011,1290
1012,9486
1013,9487
1014,1298
1015,9490
1016,17684
1017,17686
1018,1304
1019,9497
1020,1306
1021,17691
1022,17692
1023,9501
1024,17690
1025,9503
1026,1314
1027,1316
1028,9510
1029,17705
1030,9513
1031,17708
1032,1325
1033,9519
1034,9520
1035,1329
1036,1331
1037,1333
1038,1334
1039,17719
1040,17721
1041,9529
1042,1341
1043,1342
1044,1343
1045,9538
1046,1347
1047,17732
1048,9540
1049,9542
1050,1348
1051,9543
1052,1353
1053,1354
1054,17738
1055,1356
1056,9549
1057,9552
1058,1362
1059,9555
1060,17749
1061,17750
1062,1367
1063,17754
1064,1371
1065,1373
1066,9566
1067,1374
1068,1376
1069,17761
1070,9569
1071,1377
1072,17765
1073,1382
1074,1383
1075,17768
1076,17769
1077,17770
1078,17773
1079,9582
1080,1390
1081,1392
1082,1393
1083,17774
1084,17779
1085,9589
1086,1397
1087,9591
1088,9592
1089,1401
1090,1405
1091,1406
1092,1407
1093,17790
1094,9601
1095,17793
1096,9603
1097,9604
1098,1412
1099,9606
1100,9607
1101,1414
1102,9609
1103,1418
1104,1421
1105,17806
1106,1422
1107,9616
1108,17809
1109,9618
1110,9619
1111,1428
1112,17813
1113,9625
1114,17819
1115,9628
1116,1437
1117,9629
1118,1438
1119,9630
1120,1442
1121,9634
1122,17828
1123,9637
1124,17830
1125,1446
1126,17832
1127,1445
1128,1450
1129,9638
1130,9644
1131,17837
1132,1454
1133,17839
1134,9648
1135,1457
1136,17842
1137,9649
1138,1460
1139,1456
1140,1462
1141,1463
1142,9656
1143,9657
1144,17850
1145,17851
1146,1466
1147,9660
1148,9662
1149,17853
1150,9659
1151,17857
1152,1467
1153,17855
1154,17860
1155,9669
1156,9663
1157,9671
1158,1480
1159,1481
1160,9674
1161,9675
1162,17868
1163,1485
1164,17870
1165,9679
1166,9680
1167,9681
1168,1490
1169,1491
1170,17876
1171,9683
1172,17878
1173,1495
1174,1494
1175,1496
1176,9690
1177,17883
1178,1498
1179,9684
1180,1502
1181,9695
1182,9694
1183,9697
1184,1504
1185,9699
1186,1508
1187,17893
1188,1503
1189,1512
1190,9704
1191,1514
1192,9707
1193,17900
1194,17897
1195,1519
1196,17905
1197,9717
1198,17910
1199,1527
1200,9722
1201,1531
1202,17916
1203,1534
1204,9728
1205,9730
1206,1538
1207,17926
1208,17930
1209,17931
1210,1546
1211,9741
1212,1550
1213,1551
1214,9746
1215,1555
1216,9748
1217,1557
1218,17941
1219,1559
1220,17940
1221,1560
1222,1562
1223,9755
1224,17948
1225,9757
1226,9759
1227,1569
1228,9762
1229,17955
1230,17956
1231,17957
1232,17958
1233,1571
1234,17959
1235,9773
1236,9775
1237,9776
1238,9777
1239,17970
1240,9779
1241,9783
1242,9784
1243,1593
1244,1594
1245,1595
1246,17980
1247,9791
1248,1599
1249,9793
1250,9794
1251,17984
1252,9795
1253,9798
1254,9800
1255,17993
1256,1610
1257,17995
1258,17996
1259,9803
1260,1615
1261,1616
1262,18003
1263,9812
1264,18007
1265,1624
1266,9818
1267,1626
1268,9820
1269,18012
1270,18013
1271,1629
1272,1632
1273,1633
1274,1637
1275,1638
1276,1639
1277,1640
1278,18025
1279,9833
1280,1643
1281,18028
1282,9836
1283,9834
1284,18031
1285,18032
1286,1649
1287,9840
1288,1648
1289,18033
1290,9841
1291,9843
1292,18035
1293,1653
1294,9844
1295,18038
1296,9848
