,0
1400,4012
1401,4014
1402,4015
1403,4016
1404,4023
1405,4025
1406,4033
1407,4039
1408,4040
1409,4043
1410,4046
1411,4047
1412,4051
1413,4055
1414,4056
1415,4058
1416,4061
1417,4063
1418,4064
1419,4065
1420,4067
1421,4068
1422,4069
1423,4075
1424,4077
1425,4079
1426,4084
1427,4086
1428,4087
1429,4088
1430,4096
1431,4097
1432,4100
1433,4101
1434,4102
1435,4105
1436,4107
1437,4110
1438,4112
1439,4119
1440,4120
1441,4125
1442,4128
1443,4129
1444,4132
1445,4135
1446,4137
1447,4138
1448,4140
1449,4142
1450,4144
1451,4146
1452,4149
1453,4151
1454,4155
1455,4156
1456,4160
1457,4163
1458,4165
1459,4168
1460,4169
1461,4173
1462,4176
1463,4180
1464,4181
1465,4183
1466,4189
1467,4193
1468,4194
1469,4196
1470,4197
1471,4199
1472,4203
1473,4208
1474,4211
1475,4213
1476,4217
1477,4236
1478,4242
1479,4245
1480,4249
1481,4250
1482,4260
1483,4261
1484,4262
1485,4272
1486,4275
1487,4278
1488,4282
1489,4284
1490,4287
1491,4288
1492,4290
1493,4292
1494,4293
1495,4297
1496,4305
1497,4311
1498,4314
1499,4316
1500,4317
1501,4320
1502,4321
1503,4322
1504,4323
1505,4327
1506,4330
1507,4331
1508,4332
1509,4334
1510,4336
1511,4337
1512,4344
1513,4353
1514,4355
1515,4360
1516,4362
1517,4364
1518,4366
1519,4367
1520,4375
1521,4378
1522,4384
1523,4387
1524,4392
1525,4393
1526,4406
1527,4412
1528,4413
1529,4423
1530,4424
1531,4428
1532,4430
1533,4432
1534,4433
1535,4440
1536,4442
1537,4447
1538,4448
1539,4450
1540,4453
1541,4456
1542,4461
1543,4462
1544,4464
1545,4465
1546,4466
1547,4468
1548,4476
1549,4477
1550,4478
1551,4481
1552,4485
1553,4490
1554,4494
1555,4495
1556,4500
1557,4502
1558,4505
1559,4508
1560,4512
1561,4513
1562,4519
1563,4522
1564,4523
1565,4524
1566,4525
1567,4528
1568,4530
1569,4533
1570,4534
1571,4536
1572,4538
1573,4541
1574,4545
1575,4546
1576,4551
1577,4552
1578,4553
1579,4554
1580,4555
1581,4558
1582,4561
1583,4562
1584,4564
1585,4565
1586,4567
1587,4570
1588,4571
1589,4573
1590,4578
1591,4579
1592,4580
1593,4581
1594,4583
1595,4585
1596,4587
1597,4590
1598,4591
1599,4592
1600,4598
1601,4602
1602,4603
1603,4604
1604,4605
1605,4606
1606,4608
1607,4609
1608,4612
1609,4613
1610,4616
1611,4618
1612,4620
1613,4621
1614,4622
1615,4627
1616,4629
1617,4631
1618,4634
1619,4635
1620,4636
1621,4637
1622,4638
1623,4640
1624,4641
1625,4643
1626,4644
1627,4652
1628,4653
1629,4654
1630,4655
1631,4657
1632,4662
1633,4665
1634,4668
1635,4670
1636,4671
1637,4675
1638,4680
1639,4683
1640,4685
1641,4690
1642,4693
1643,4695
1644,4696
1645,4697
1646,4704
1647,4707
1648,4709
1649,4710
1650,4715
1651,4717
1652,4720
1653,4724
1654,4726
1655,4735
1656,4737
1657,4739
1658,4740
1659,4743
1660,4747
1661,4748
1662,4749
1663,4754
1664,4755
1665,4756
1666,4757
1667,4760
1668,4763
1669,4766
1670,4769
1671,4771
1672,4772
1673,4776
1674,4784
1675,4788
1676,4791
1677,4794
1678,4797
1679,4799
1680,4802
1681,4804
1682,4806
1683,4808
1684,4814
1685,4815
1686,4819
1687,4820
1688,4823
1689,4829
1690,4834
1691,4836
1692,4837
1693,4841
1694,4842
1695,4844
1696,4872
1697,4875
1698,4876
1699,4877
1700,4882
1701,4885
1702,4888
1703,4889
1704,4890
1705,4897
1706,4899
1707,4901
1708,4902
1709,4903
1710,4905
1711,4907
1712,4909
1713,4924
1714,4925
1715,4929
1716,4930
1717,4931
1718,4933
1719,4935
1720,4937
1721,4939
1722,4940
1723,4947
1724,4948
1725,4949
1726,4952
1727,4957
1728,4962
1729,4969
1730,4970
1731,4971
1732,4982
1733,4987
1734,4988
1735,4990
1736,4997
1737,4998
1738,5003
1739,5005
1740,5006
1741,5007
1742,5009
1743,5011
1744,5021
1745,5027
1746,5029
1747,5030
1748,5034
1749,5035
1750,5037
1751,5038
1752,5039
1753,5040
1754,5041
1755,5048
1756,5050
1757,5053
1758,5054
1759,5055
1760,5057
1761,5066
1762,5074
1763,5076
1764,5077
1765,5079
1766,5080
1767,5086
1768,5087
1769,5090
1770,5098
1771,5099
1772,5102
1773,5105
1774,5108
1775,5109
1776,5110
1777,5111
1778,5113
1779,5117
1780,5122
1781,5126
1782,5127
1783,5130
1784,5136
1785,5139
1786,5145
1787,5146
1788,5153
1789,5155
1790,5156
1791,5157
1792,5159
1793,5161
1794,5168
1795,5172
1796,5173
1797,5174
1798,5175
1799,5179
1800,5181
1801,5186
1802,5188
1803,5190
1804,5196
1805,5205
1806,5207
1807,5209
1808,5210
1809,5211
1810,5212
1811,5217
1812,5219
1813,5220
1814,5223
1815,5226
1816,5228
1817,5230
1818,5233
1819,5234
1820,5239
1821,5246
1822,5258
1823,5259
1824,5261
1825,5264
1826,5270
1827,5277
1828,5278
1829,5279
1830,5281
1831,5287
1832,5293
1833,5300
1834,5304
1835,5309
1836,5313
1837,5314
1838,5315
1839,5316
1840,5322
1841,5323
1842,5329
1843,5332
1844,5333
1845,5334
1846,5336
1847,5337
1848,5340
1849,5341
1850,5347
1851,5353
1852,5354
1853,5368
1854,5369
1855,5370
1856,5372
1857,5379
1858,5381
1859,5382
1860,5388
1861,5392
1862,5394
1863,5400
1864,5401
1865,5404
1866,5405
1867,5406
1868,5407
1869,5411
1870,5413
1871,5414
1872,5417
1873,5425
1874,5426
1875,5430
1876,5431
1877,5439
1878,5441
1879,5443
1880,5446
1881,5452
1882,5454
1883,5457
1884,5459
1885,5460
1886,5465
1887,5468
1888,5472
1889,5473
1890,5480
1891,5482
1892,5489
1893,5490
1894,5491
1895,5494
1896,5495
1897,5499
1898,5520
1899,5526
1900,5528
1901,5529
1902,5533
1903,5535
1904,5544
1905,5548
1906,5550
1907,5552
1908,5554
1909,5555
1910,5560
1911,5561
1912,5564
1913,5568
1914,5578
1915,5583
1916,5587
1917,5588
1918,5590
1919,5591
1920,5594
1921,5597
1922,5600
1923,5604
1924,5605
1925,5608
1926,5609
1927,5612
1928,5614
1929,5615
1930,5618
1931,5620
1932,5626
1933,5630
1934,5631
1935,5634
1936,5637
1937,5638
1938,5641
1939,5642
1940,5644
1941,5645
1942,5649
1943,5657
1944,5658
1945,5659
1946,5660
1947,5663
1948,5665
1949,5666
1950,5671
1951,5675
1952,5678
1953,5679
1954,5680
1955,5682
1956,5683
1957,5684
1958,5690
1959,5693
1960,5696
1961,5698
1962,5704
1963,5707
1964,5709
1965,5711
1966,5715
1967,5716
1968,5721
1969,5726
1970,5727
1971,5729
1972,5730
1973,5732
1974,5734
1975,5735
1976,5736
1977,5741
1978,5743
1979,5745
1980,5748
1981,5749
1982,5753
1983,5760
1984,5767
1985,5769
1986,5770
1987,5774
1988,5777
1989,5779
1990,5785
1991,5787
1992,5794
1993,5795
1994,5799
1995,5804
1996,5807
1997,5809
1998,5815
1999,5818
2000,5819
2001,5822
2002,5827
2003,5836
2004,5837
2005,5838
2006,5839
2007,5840
2008,5842
2009,5848
2010,5850
2011,5851
2012,5853
2013,5859
2014,5862
2015,5863
2016,5866
2017,5870
2018,5871
2019,5872
2020,5875
2021,5876
2022,5881
2023,5887
2024,5889
2025,5891
2026,5893
2027,5895
2028,5897
2029,5900
2030,5902
2031,5904
2032,5909
2033,5913
2034,5915
2035,5917
2036,5918
2037,5920
2038,5926
2039,5928
2040,5935
2041,5936
2042,5942
2043,5943
2044,5944
2045,5948
2046,5957
2047,5958
2048,5960
2049,5968
2050,5970
2051,5975
2052,5977
2053,5979
2054,5980
2055,5987
2056,5990
2057,5992
2058,5995
2059,5999
2060,6000
2061,6001
2062,6004
2063,6006
2064,6007
2065,6011
2066,6016
2067,6018
2068,6019
2069,6020
2070,6021
2071,6022
2072,6026
2073,6029
2074,6033
2075,6036
2076,6040
2077,6044
2078,6045
2079,6046
2080,6053
2081,6059
2082,6062
2083,6064
2084,6069
2085,6072
2086,6074
2087,6075
2088,6078
2089,6084
2090,6086
2091,6088
2092,6091
2093,6092
2094,6096
2095,6097
2096,6098
2097,6104
2098,6106
2099,6107
2100,6112
2101,6113
2102,6115
2103,6116
2104,6118
2105,6123
2106,6125
2107,6126
2108,6127
2109,6138
2110,6141
2111,6142
2112,6144
2113,6149
2114,6150
2115,6152
2116,6154
2117,6155
2118,6156
2119,6157
2120,6160
2121,6168
2122,6169
2123,6170
2124,6175
2125,6177
2126,6180
2127,6182
2128,6185
2129,6188
2130,6190
2131,6200
2132,6202
2133,6203
2134,6204
2135,6206
2136,6208
2137,6219
2138,6220
2139,6224
2140,6226
2141,6231
2142,6234
2143,6241
2144,6246
2145,6253
2146,6254
2147,6257
2148,6260
2149,6262
2150,6263
2151,6265
2152,6267
2153,6274
2154,6276
2155,6278
2156,6281
2157,6282
2158,6284
2159,6290
2160,6293
2161,6296
2162,6297
2163,6301
2164,6303
2165,6305
2166,6309
2167,6313
2168,6314
2169,6323
2170,6324
2171,6327
2172,6328
2173,6331
2174,6332
2175,6333
2176,6334
2177,6335
2178,6341
2179,6342
2180,6346
2181,6349
2182,6352
2183,6354
2184,6358
2185,6360
2186,6365
2187,6367
2188,6369
2189,6372
2190,6373
2191,6374
2192,6375
2193,6376
2194,6377
2195,6385
2196,6387
2197,6389
2198,6397
2199,6398
2200,6410
2201,6414
2202,6415
2203,6416
2204,6420
2205,6426
2206,6427
2207,6428
2208,6430
2209,6434
2210,6435
2211,6442
2212,6443
2213,6445
2214,6447
2215,6451
2216,6458
2217,6460
2218,6461
2219,6463
2220,6465
2221,6466
2222,6468
2223,6469
2224,6471
2225,6473
2226,6475
2227,6480
2228,6481
2229,6487
2230,6490
2231,6497
2232,6500
2233,6504
2234,6507
2235,6508
2236,6510
2237,6511
2238,6514
2239,6515
2240,6519
2241,6521
2242,6524
2243,6530
2244,6533
2245,6534
2246,6538
2247,6542
2248,6543
2249,6544
2250,6545
2251,6551
2252,6553
2253,6555
2254,6560
2255,6561
2256,6562
2257,6567
2258,6571
2259,6574
2260,6576
2261,6577
2262,6578
2263,6580
2264,6582
2265,6589
2266,6592
2267,6593
2268,6596
2269,6598
2270,6604
2271,6610
2272,6616
2273,6621
2274,6626
2275,6639
2276,6640
2277,6651
2278,6652
2279,6661
2280,6665
2281,6668
2282,6670
2283,6671
2284,6672
2285,6677
2286,6682
2287,6689
2288,6694
2289,6695
2290,6701
2291,6702
2292,6710
2293,6718
2294,6721
2295,6724
2296,6727
2297,6731
2298,6732
2299,6735
2300,6736
2301,6739
2302,6744
2303,6745
2304,6750
2305,6753
2306,6755
2307,6756
2308,6758
2309,6759
2310,6760
2311,6763
2312,6765
2313,6766
2314,6768
2315,6772
2316,6776
2317,6781
2318,6789
2319,6791
2320,6792
2321,6793
2322,6796
2323,6807
2324,6808
2325,6809
2326,6810
2327,6816
2328,6818
2329,6820
2330,6826
2331,6828
2332,6832
2333,6833
2334,6834
2335,6835
2336,6840
2337,6845
2338,6846
2339,6848
2340,6850
2341,6851
2342,6854
2343,6856
2344,6857
2345,6864
2346,6869
2347,6870
2348,6878
2349,6882
2350,6884
2351,6885
2352,6888
2353,6893
2354,6896
2355,6897
2356,6901
2357,6905
2358,6909
2359,6911
2360,6916
2361,6918
2362,6919
2363,6920
2364,6925
2365,6930
2366,6932
2367,6933
2368,6935
2369,6938
2370,6940
2371,6944
2372,6945
2373,6946
2374,6951
2375,6959
2376,6963
2377,6965
2378,6966
2379,6969
2380,6971
2381,6972
2382,6973
2383,6974
2384,6975
2385,6977
2386,6979
2387,6981
2388,6982
2389,6991
2390,6993
2391,6996
2392,7007
2393,7010
2394,7016
2395,7021
2396,7023
2397,7028
2398,7030
2399,7034
2400,7049
2401,7051
2402,7053
2403,7059
2404,7060
2405,7062
2406,7065
2407,7067
2408,7070
2409,7072
2410,7074
2411,7075
2412,7076
2413,7079
2414,7081
2415,7082
2416,7090
2417,7091
2418,7093
2419,7096
2420,7098
2421,7099
2422,7100
2423,7103
2424,7105
2425,7107
2426,7111
2427,7114
2428,7116
2429,7123
2430,7131
2431,7132
2432,7133
2433,7135
2434,7139
2435,7141
2436,7147
2437,7152
2438,7154
2439,7155
2440,7158
2441,7159
2442,7160
2443,7163
2444,7164
2445,7165
2446,7174
2447,7176
2448,7186
2449,7187
2450,7192
2451,7193
2452,7194
2453,7197
2454,7198
2455,7199
2456,7204
2457,7208
2458,7217
2459,7218
2460,7223
2461,7224
2462,7225
2463,7227
2464,7228
2465,7239
2466,7241
2467,7247
2468,7249
2469,7250
2470,7252
2471,7254
2472,7255
2473,7256
2474,7264
2475,7265
2476,7270
2477,7271
2478,7272
2479,7277
2480,7278
2481,7280
2482,7283
2483,7289
2484,7294
2485,7296
2486,7297
2487,7302
2488,7305
2489,7308
2490,7310
2491,7312
2492,7316
2493,7320
2494,7321
2495,7322
2496,7330
2497,7332
2498,7333
2499,7341
2500,7346
2501,7354
2502,7355
2503,7356
2504,7358
2505,7361
2506,7365
2507,7367
2508,7371
2509,7372
2510,7377
2511,7385
2512,7386
2513,7394
2514,7397
2515,7407
2516,7416
2517,7417
2518,7418
2519,7419
2520,7427
2521,7429
2522,7431
2523,7436
2524,7444
2525,7445
2526,7446
2527,7448
2528,7449
2529,7452
2530,7459
2531,7462
2532,7467
2533,7470
2534,7472
2535,7474
2536,7477
2537,7483
2538,7484
2539,7486
2540,7487
2541,7494
2542,7499
2543,7500
2544,7501
2545,7506
2546,7508
2547,7516
2548,7517
2549,7519
2550,7524
2551,7526
2552,7527
2553,7535
2554,7539
2555,7541
2556,7544
2557,7545
2558,7548
2559,7550
2560,7567
